title	date	location	filename	url
bruxelles. les maisons de la grande place	1890	Belgium	2017659133.jpg	http://www.loc.gov/item/2017659133/
commercial club, kiev, russia, (i.e., ukraine)	1890	Ukraine	2001697422.jpg	http://www.loc.gov/item/2001697422/
kander valley, blausee, and pension, bernese oberland, switzerland	1890	Switzerland	2001702414.jpg	http://www.loc.gov/item/2001702414/
castle, corfe castle, england	1890	UK	2002696569.jpg	http://www.loc.gov/item/2002696569/
kaiser william monument, westphalia, germany	1890	Germany	2002720815.jpg	http://www.loc.gov/item/2002720815/
alster arcade, hamburg, germany	1890	Germany	2002713676.jpg	http://www.loc.gov/item/2002713676/
bear pit, berne, switzerland	1890	Switzerland	2001701111.jpg	http://www.loc.gov/item/2001701111/
ramsey, rough sea, isle of man	1890	UK	2002697051.jpg	http://www.loc.gov/item/2002697051/
wildbad gastein (i.e., bad gastein) and kaiser promenade, salzburg, austro-hungary	1890	Austro-Hungary	2002710959.jpg	http://www.loc.gov/item/2002710959/
penshurst place, tunbridge wells, england	1890	UK	2002708190.jpg	http://www.loc.gov/item/2002708190/
gersau and frohnalpstock, lake lucerne, switzerland	1890	Switzerland	2001703086.jpg	http://www.loc.gov/item/2001703086/
rauschen, konigsberg, east prussia, germany (i.e., kaliningrad, kaliningradskai︠a︡ oblastʹ, russia)	1890	Germany	2002714019.jpg	http://www.loc.gov/item/2002714019/
ospedaletti, san remo, riviera	1890	France	2001699345.jpg	http://www.loc.gov/item/2001699345/
singapore. collyer quai	1890	Singapore	2017657654.jpg	http://www.loc.gov/item/2017657654/
loen, nordfjord, norway	1890	Norway	2001700700.jpg	http://www.loc.gov/item/2001700700/
general view, dijon, france	1890	France	2001698104.jpg	http://www.loc.gov/item/2001698104/
old mill creek, dartmouth, england	1890	UK	2002696640.jpg	http://www.loc.gov/item/2002696640/
the ravine, isle of rugen, germany	1890	Germany	2002720546.jpg	http://www.loc.gov/item/2002720546/
berchtesgaden from malerhugel, upper bavaria, germany	1890	Germany	2002696210.jpg	http://www.loc.gov/item/2002696210/
les buttes chaumont, paris, france	1890	France	2001698554.jpg	http://www.loc.gov/item/2001698554/
monsal dale iii., derbyshire, england	1890	UK	2002696705.jpg	http://www.loc.gov/item/2002696705/
irish peasant farmer	1890	Ireland	2002717320.jpg	http://www.loc.gov/item/2002717320/
abergavenny, nevill court	1890	UK	2002696355.jpg	http://www.loc.gov/item/2002696355/
the theatre, lillie, france	1890	France	2001698411.jpg	http://www.loc.gov/item/2001698411/
burgenstock, hotel and lake, lake lucerne, switzerland	1890	Switzerland	2001703069.jpg	http://www.loc.gov/item/2001703069/
the horologe, venice, italy	1890	Italy	2001701054.jpg	http://www.loc.gov/item/2001701054/
view in herrenhausen grounds, hanover, hanover, germany	1890	Germany	2002713733.jpg	http://www.loc.gov/item/2002713733/
caveney brae, banff, scotland	1890	Scotland	2001703593.jpg	http://www.loc.gov/item/2001703593/
park, marienbad, bohemia, austro-hungary	1890	Austro-Hungary	2002708485.jpg	http://www.loc.gov/item/2002708485/
pont-y-pair i, bettws-y-coed (i.e. betws), wales 	1890	Wales	2001703439.jpg	http://www.loc.gov/item/2001703439/
kairo, bords du nil et dahabieh	1890	Egypt	2017657711.jpg	http://www.loc.gov/item/2017657711/
hollenbeck park, los angeles	1901	US	2008678159.jpg	http://www.loc.gov/item/2008678159/
boats at uhlenhouster ferry, hamburg, germany	1890	Germany	2002713699.jpg	http://www.loc.gov/item/2002713699/
strassburg, general view,  alsace lorraine, germany	1890	Germany	2002695083.jpg	http://www.loc.gov/item/2002695083/
ullswater, howtown pier, lake district, england	1890	UK	2002696882.jpg	http://www.loc.gov/item/2002696882/
saas fee, a landscape, valais, alps of, switzerland	1890	Switzerland	2001703317.jpg	http://www.loc.gov/item/2001703317/
jungfrau, monch and eiger mountains, bernese oberland, switzerland	1890	Switzerland	2001701280.jpg	http://www.loc.gov/item/2001701280/
laatefos, odde (i.e. odda), hardanger fjord, norway	1890	Norway	2001699484.jpg	http://www.loc.gov/item/2001699484/
the pantiles, iii., tunbridge wells, england	1890	UK	2002708201.jpg	http://www.loc.gov/item/2002708201/
with great bridge, constantine, algeria	1899	Algeria	2001697863.jpg	http://www.loc.gov/item/2001697863/
old causeway near ormond	1898	US	2008678227.jpg	http://www.loc.gov/item/2008678227/
cannero castle, lake maggiore, italy	1890	Italy	2001700868.jpg	http://www.loc.gov/item/2001700868/
tower bridge, ii. (open), london, england	1890	UK	2002696928.jpg	http://www.loc.gov/item/2002696928/
fassathal (i.e., fassatal), gries and vernel, tyrol, austro-hungary	1890	Austro-Hungary	2002711020.jpg	http://www.loc.gov/item/2002711020/
bell tower (klingen tor), rothenburg (i.e. ob der tauber), bavaria, germany	1890	Germany	2002696181.jpg	http://www.loc.gov/item/2002696181/
the late royal castle, warsaw, russia (i.e. warsaw, poland)	1890	Germany	2001697530.jpg	http://www.loc.gov/item/2001697530/
young women of bethlehem in costume, holy land	1890	Holy Land	2002725085.jpg	http://www.loc.gov/item/2002725085/
montreux, the church and dent du midi, geneva lake, switzerland	1890	Switzerland	2001702443.jpg	http://www.loc.gov/item/2001702443/
house of liszt, weimar, thuringia, germany	1890	Germany	2002720792.jpg	http://www.loc.gov/item/2002720792/
kopenhagen. marmorkirche	1890	Denmark	2017659164.jpg	http://www.loc.gov/item/2017659164/
voorstraatshaven, dordrecht, holland	1890	Netherlands	2001698780.jpg	http://www.loc.gov/item/2001698780/
general view, piatogorsk, (i.e., piatigorsk), russia	1890	Russia	2001697475.jpg	http://www.loc.gov/item/2001697475/
lake in the public garden, boston	1900	US	2008679573.jpg	http://www.loc.gov/item/2008679573/
makarska, general view, dalmatia, austro-hungary	1890	Austro-Hungary	2002710774.jpg	http://www.loc.gov/item/2002710774/
suderode, halle, germany saxony, germany	1890	Germany	2002720638.jpg	http://www.loc.gov/item/2002720638/
jersey, saint aubins, channel islands	1890	UK	2002696494.jpg	http://www.loc.gov/item/2002696494/
the orrido at osteno, tessin, switzerland	1890	Switzerland	2001703252.jpg	http://www.loc.gov/item/2001703252/
st. ambrosius church (i.e. sant' ambrogio), milan, italy	1890	Italy	2001700887.jpg	http://www.loc.gov/item/2001700887/
whitby, view from larpool, yorkshire, england	1890	UK	2002708344.jpg	http://www.loc.gov/item/2002708344/
milksellers, brussels, belgium	1890	Belgium	2001697926.jpg	http://www.loc.gov/item/2001697926/
linderhof castle, upper bavaria, germany	1890	Germany	2002696247.jpg	http://www.loc.gov/item/2002696247/
view of the beach, parame, france	1890	France	2001698503.jpg	http://www.loc.gov/item/2001698503/
sackville street and o'connell bridge, dublin. county dublin, ireland	1890	Ireland	2002717398.jpg	http://www.loc.gov/item/2002717398/
burghof and prangersaule, kynast, riesengebirge, germany	1890	Germany	2002720511.jpg	http://www.loc.gov/item/2002720511/
eidsfos lock, telemarken (i.e, telemark), norway	1890	Norway	2001700757.jpg	http://www.loc.gov/item/2001700757/
st. ives, porthminster bay, cornwall, england	1890	UK	2002696617.jpg	http://www.loc.gov/item/2002696617/
the room of the duke of york, monte carlo, riviera	1890	France	2001699312.jpg	http://www.loc.gov/item/2001699312/
frutigen, church and alps, bernese oberland, switzerland	1890	Switzerland	2001701146.jpg	http://www.loc.gov/item/2001701146/
unter den linden from the castle bridge, berlin, germany	1890	Germany	2002713621.jpg	http://www.loc.gov/item/2002713621/
glen lyn, the upper falls, lynton and lynmouth, england	1890	UK	2002697006.jpg	http://www.loc.gov/item/2002697006/
rhaiadr mawddach, dolgelly (i.e. rhaeadr mawddach, dolgellau), wales	1890	Wales	2001703481.jpg	http://www.loc.gov/item/2001703481/
biaschina, st. gotthard railway, switzerland	1890	Switzerland	2001703194.jpg	http://www.loc.gov/item/2001703194/
north parade (i.e., promenade), southwold, england	1890	UK	2002708128.jpg	http://www.loc.gov/item/2002708128/
the hôpital spring, vichy, france	1890	France	2001699257.jpg	http://www.loc.gov/item/2001699257/
bodekessel, hartz, germany	1890	Germany	2002713764.jpg	http://www.loc.gov/item/2002713764/
st. mark's church and the clock, venice, italy	1890	Italy	2001701003.jpg	http://www.loc.gov/item/2001701003/
river wye from parade, ross-on-wye, england	1890	UK	2002708082.jpg	http://www.loc.gov/item/2002708082/
walford church. near kerne bridge	1890	UK	2017659758.jpg	http://www.loc.gov/item/2017659758/
vorderriss, general view, upper bavaria, germany	1890	Germany	2002696302.jpg	http://www.loc.gov/item/2002696302/
cable railway, marseilles, france	1890	France	2001698446.jpg	http://www.loc.gov/item/2001698446/
mont blanc, the chain from la flégère, chamonix valley, france	1890	France	2001697619.jpg	http://www.loc.gov/item/2001697619/
poul na gurn, glengariff harbor. county cork, ireland	1890	Ireland	2002717377.jpg	http://www.loc.gov/item/2002717377/
arrival of boulogne boat, folkestone, england	1890	UK	2002696752.jpg	http://www.loc.gov/item/2002696752/
town hall (stadthuis), delft, holland	1890	Netherlands	2001698779.jpg	http://www.loc.gov/item/2001698779/
general view, wiesbaden, hesse-nassau, germany	1890	Germany	2002713908.jpg	http://www.loc.gov/item/2002713908/
buenos aires. lago de palermo	1890	Argentina	2017656792.jpg	http://www.loc.gov/item/2017656792/
laborers, plain of esdraelon, holy land, (i.e., plain of jezreel, israel)	1890	Holy Land	2002725093.jpg	http://www.loc.gov/item/2002725093/
at valentia. county kerry, ireland	1890	Ireland	2002717418.jpg	http://www.loc.gov/item/2002717418/
st. alexander's church, warsaw, russia (i.e. warsaw, poland)	1890	Germany	2001697526.jpg	http://www.loc.gov/item/2001697526/
old main bridge over main river and town, wurzburg, bavaria, germany	1890	Germany	2002696197.jpg	http://www.loc.gov/item/2002696197/
grodnenthal (i.e., grödertal) from penidsattel, tyrol, austro-hungary	1890	Austro-Hungary	2002711036.jpg	http://www.loc.gov/item/2002711036/
fort marion, st. augustine and harbor	1898	US	2008678231.jpg	http://www.loc.gov/item/2008678231/
grande place with town hall, antwerp, belgium	1890	Belgium	2001697875.jpg	http://www.loc.gov/item/2001697875/
from south, weston-super-mare, england	1890	UK	2002708217.jpg	http://www.loc.gov/item/2002708217/
gorge of the aare river, near meiringen, bernese oberland, switzerland	1890	Switzerland	2001701296.jpg	http://www.loc.gov/item/2001701296/
buerbrae  (i.e., buarbreen) glacier, odde (i.e. odda), hardanger fjord, norway	1890	Norway	2001699492.jpg	http://www.loc.gov/item/2001699492/
spanish quay, rotterdam, holland	1890	Netherlands	2001699538.jpg	http://www.loc.gov/item/2001699538/
gemmi-route and leuk, valais, alps of, switzerland	1890	Switzerland	2001703301.jpg	http://www.loc.gov/item/2001703301/
windermere, from belsfield hotel, lake district, england	1890	UK	2002696894.jpg	http://www.loc.gov/item/2002696894/
dinant, i, belgium	1890	Belgium	2001697930.jpg	http://www.loc.gov/item/2001697930/
"""koh-i-noor"""	1890	UK	2002708352.jpg	http://www.loc.gov/item/2002708352/
the court of brera (i.e. brera palace courtyard), milan, italy	1890	Italy	2001700891.jpg	http://www.loc.gov/item/2001700891/
lugano, bellinzona, tessin, switzerland	1890	Switzerland	2001703244.jpg	http://www.loc.gov/item/2001703244/
grindelwald, view of hotel bären and wetterhorn mountain, bernese oberland, switzerland	1890	Switzerland	2001701279.jpg	http://www.loc.gov/item/2001701279/
guernsey, water lane, moulin huet, channel islands	1890	UK	2002696482.jpg	http://www.loc.gov/item/2002696482/
gravosa, general view, dalmatia, austro-hungary	1890	Austro-Hungary	2002710762.jpg	http://www.loc.gov/item/2002710762/
part of the city, rothenburg (i.e. ob der tauber), bavaria, germany	1890	Germany	2002696178.jpg	http://www.loc.gov/item/2002696178/
saltair pavilion, great salt lake, utah	1901	US	2008679565.jpg	http://www.loc.gov/item/2008679565/
the foire bridge, nigni-novgorod,(i.e., nizhniĭ novgorod), russia	1890	Russia	2001697463.jpg	http://www.loc.gov/item/2001697463/
peat market and new church, hague, holland	1890	Netherlands	2001698796.jpg	http://www.loc.gov/item/2001698796/
battle. abbey gateway	1890	UK	2017659172.jpg	http://www.loc.gov/item/2017659172/
promenade looking towards high street, cheltenham, england	1890	UK	2002696528.jpg	http://www.loc.gov/item/2002696528/
hohesonne and view of the wartburg, wartburg, thuringia, germany	1890	Germany	2002720784.jpg	http://www.loc.gov/item/2002720784/
vevey, general view, geneva lake, switzerland	1890	Switzerland	2001702455.jpg	http://www.loc.gov/item/2001702455/
llanberis and lyn (i.e., llyn) peris, wales	1890	Wales	2001703497.jpg	http://www.loc.gov/item/2001703497/
from varden, molde, norway	1890	Norway	2001698846.jpg	http://www.loc.gov/item/2001698846/
watersmeet and refreshment house, lynton and lynmouth, england	1890	UK	2002697010.jpg	http://www.loc.gov/item/2002697010/
abbazia, lovrana near abbazia, istria, austro-hungary	1890	Austro-Hungary	2002710918.jpg	http://www.loc.gov/item/2002710918/
passhohe, hotel wildstrubel and the alps, bernese oberland, switzerland	1890	Switzerland	2001701150.jpg	http://www.loc.gov/item/2001701150/
the orangery, potsdam, berlin, germany	1890	Germany	2002713637.jpg	http://www.loc.gov/item/2002713637/
mouse tower and rossel, bingen, the rhine, germany	1890	Germany	2002714058.jpg	http://www.loc.gov/item/2002714058/
gwalior. ooa with the fort	1890	India	2017657615.jpg	http://www.loc.gov/item/2017657615/
shephard with flock in olive grove, mentone, riveria	1890	France	2001699304.jpg	http://www.loc.gov/item/2001699304/
penzance, general view, cornwall, england	1890	UK	2002696601.jpg	http://www.loc.gov/item/2002696601/
hotel de ville, havre, france	1890	France	2001698145.jpg	http://www.loc.gov/item/2001698145/
kungstradgarden, stockholm, sweden	1890	Sweden	2001700741.jpg	http://www.loc.gov/item/2001700741/
krummhubel and schneekoppe, riesengebirge, germany (i.e., karpacz, poland)	1890	Germany	2002720507.jpg	http://www.loc.gov/item/2002720507/
the louvre, paris, france	1890	France	2001698515.jpg	http://www.loc.gov/item/2001698515/
the gobelin tapestries, linderhof castle, upper bavaria, germany	1890	Germany	2002696251.jpg	http://www.loc.gov/item/2002696251/
lower sandgate road, folkestone, england	1890	UK	2002696744.jpg	http://www.loc.gov/item/2002696744/
black cave tunnel. county antrim, ireland	1890	Ireland	2002717361.jpg	http://www.loc.gov/item/2002717361/
view on palm avenue, riverside	1901	US	2008679709.jpg	http://www.loc.gov/item/2008679709/
temple of jupiter, the facade, baalbek, holy land, (i.e., ba'labakk, lebanon)	1890	Holy Land	2002724952.jpg	http://www.loc.gov/item/2002724952/
notre dame de la garde, marseilles, france	1890	France	2001698450.jpg	http://www.loc.gov/item/2001698450/
zugspitze with signal station, upper bavaria, germany	1890	Germany	2002696314.jpg	http://www.loc.gov/item/2002696314/
in the woods, sheringham, england	1890	UK	2002708094.jpg	http://www.loc.gov/item/2002708094/
hexentanzplatz and thale, bodethal, hartz, germany	1890	Germany	2002713772.jpg	http://www.loc.gov/item/2002713772/
near st. mark's, venice, italy	1890	Italy	2001701015.jpg	http://www.loc.gov/item/2001701015/
upper engadine, bernina, grisons, switzerland	1890	Switzerland	2001703028.jpg	http://www.loc.gov/item/2001703028/
the lodge, golden gate park, san francisco, cal.	1898	US	2008678118.jpg	http://www.loc.gov/item/2008678118/
torrent walk i, dolgelly (i.e. dolgellau), wales	1890	Wales	2001703478.jpg	http://www.loc.gov/item/2001703478/
